,Artist,Name,Weekly_rank_avg,Peak_Position,Weeks_on_Chart,Week,Date,Genre,Features
3473,Jaron And The Long Road To Love,Pray For You,92.0,34.0,20.0,2010-08-19,,Pop,
3474,WE the Kings,We'll Be A Dream,97.0,76.0,6.0,2010-08-19,,Pop,Demi Lovato
3475,Jason Aldean,Crazy Town,75.25,51.0,17.0,2010-08-19,"April 7, 2009",Country,
3476,Ludacris,Sex Room,85.42857142857143,69.0,11.0,2010-08-19,"May 18, 2010","R&;B,Rap",Trey Songz
3477,DJ Khaled,All I Do Is Win,84.0,24.0,24.0,2010-08-12,"February 8, 2010","West Coast,R&;B,Pop,Rap",T
3478,Michael Buble,Haven't Met You Yet,62.833333333333336,24.0,44.0,2010-08-12,"August 31, 2009","Jazz,Pop",
3479,Asher Roth,G.R.I.N.D.,65.46666666666667,,,2010-08-12,"July 26, 2010",Rap,
3480,Clay Walker,She Won't Be Lonely Long,92.0,53.0,18.0,2010-08-12,"December 7, 2009",Country,
3481,Shinedown,The Crow & The Butterfly,68.5,,,2010-08-12,"June 24, 2008",Rock,
3482,Enrique Iglesias,Cuando Me Enamoro,92.0,89.0,5.0,2010-08-12,"April 26, 2010","Polska,Em Portugu\xc3\xaas,En Espa\xc3\xb1ol,Pop",Juan Luis Guerra
3483,Miley Cyrus,Can't Be Tamed,41.46875,8.0,10.0,2010-08-05,"May 14, 2010","Pop-Punk,Pop-Rock,Electronic,Dance-Pop,Electro-Pop,Pop",
3484,Hannah Montana,Ordinary Girl,80.6,91.0,2.0,2010-08-05,"July 8, 2010","Disney,Soundtrack,Pop",
3485,"Sean Kingston, Justin Bieber",Eenie Meenie,78.0,15.0,18.0,2010-08-05,"March 23, 2010","Canada,Pop",
3486,Timbaland,If We Ever Meet Again,60.266666666666666,37.0,18.0,2010-07-29,"December 8, 2009","R&;B,Pop-Rock,Pop",Katy Perry
3487,Chris Young,The Man I Want To Be,99.0,48.0,20.0,2010-07-29,,Country,
3488,K'Naan,Wavin' Flag,25.571428571428573,82.0,7.0,2010-07-29,"March 18, 2009","Football (Soccer),Rap",
3489,Rihanna,Rude Boy,99.0,1.0,22.0,2010-07-22,"February 19, 2010","Dancehall,Reggae,Rap,R&;B,Pop",
3490,Adam Lambert,Whataya Want From Me,79.8,10.0,30.0,2010-07-22,"November 24, 2009","Ballad,Pop-Rock,Glam Rock,Pop",
3491,Ludacris,My Chick Bad,37.3,11.0,20.0,2010-07-22,"February 23, 2010",Rap,Nicki Minaj
3492,Joe Nichols,Gimmie That Girl,70.8,34.0,20.0,2010-07-22,"October 19, 2009",Country,
3493,V V Brown,Shark In The Water,46.0,67.0,6.0,2010-07-22,"July 6, 2009",Rap,
3494,Trey Songz,Neighbors Know My Name,92.0,43.0,20.0,2010-07-22,"February 16, 2010",R&;B,
3495,Dierks Bentley,Up On The Ridge,71.5,,,2010-07-22,"June 8, 2010","Country,Rock",
3496,Jay,Young Forever,84.0,10.0,25.0,2010-07-15,"September 8, 2009","Pop,Rap",
3497,The Black Eyed Peas,I Gotta Feeling,64.84210526315789,1.0,56.0,2010-07-15,"November 30, 2010",Rap,
3498,Lil Jon,Outta Your Mind,69.33333333333333,,,2010-07-15,"June 8, 2010",Rap,LMFAO
3499,Martina McBride,Wrong Baby Wrong,23.695652173913043,74.0,15.0,2010-07-15,"March 24, 2009",Country,
3500,3OH!3,I Can Do Anything,50.75,,,2010-07-15,"June 29, 2010",Rap,
3501,Ke$ha,TiK ToK,55.05,1.0,38.0,2010-07-08,"February 13, 2010",Pop,
3502,Eminem,Won't Back Down,36.8,,,2010-07-08,"June 18, 2010","Rock,Rap",P!nk
3503,Eminem,Cold Wind Blows,61.45454545454545,,,2010-07-08,"June 18, 2010",Rap,
3504,Eminem,Talkin' 2 Myself,48.35,,,2010-07-08,"June 18, 2010","Rock,Rap",Kobe
3505,Eminem,25 To Life,67.15789473684211,,,2010-07-08,"June 18, 2010",Rap,
3506,T.I.,I'm Back,61.5,44.0,15.0,2010-07-08,"March 8, 2010",Rap,
3507,Lil Jon,Hey,71.0,62.0,2.0,2010-07-01,"June 15, 2010",Rap,3OH!3
3508,Drake,Fireworks,60.5,,,2010-07-01,"June 15, 2010","Canada,Rap",Alicia Keys
3509,Disturbed,Another Way To Die,73.0,,,2010-07-01,"June 14, 2010","Heavy Metal,Nu-Metal,Rock",
3510,Usher,Lil Freak,74.76923076923077,40.0,16.0,2010-07-01,"March 2, 2010","Pop,Producer,R&;B",Nicki Minaj
3511,Jaheim,Finding My Way Back,54.75,,,2010-07-01,"January 22, 2010",R&;B,
3512,Glee Cast,Faithfully,56.13333333333333,,,2010-06-24,"June 8, 2010","TV,Cover,Screen,Soundtrack,Pop",
3513,Glee Cast,Over The Rainbow,46.2,,,2010-06-24,"June 8, 2010","TV,Screen,Soundtrack,Cover,Pop",
3514,Glee Cast,Don't Stop Believin',80.0,4.0,7.0,2010-06-24,"May 19, 2009","A Cappella,Cover,Screen,TV,Musicals,Pop",
3515,Christina Aguilera,Bionic,45.371428571428574,,,2010-06-24,"June 4, 2010","Dance,Electronic,Pop",
3516,Christina Aguilera,Not Myself Tonight,57.0,23.0,8.0,2010-06-24,"April 6, 2010","Dance-Pop,Electro-Pop,Pop",
3517,Glee Cast,To Sir With Love,90.0,,,2010-06-24,"June 8, 2010","TV,Screen,Soundtrack,Cover,Pop",
3518,Lloyd Banks,"Beamer, Benz, Or Bentley",10.5,49.0,16.0,2010-06-24,"February 9, 2010",Rap,Juelz Santana
3519,Glee Cast,Poker Face,54.0,20.0,4.0,2010-06-24,"May 18, 2010","TV,Screen,Cover,Soundtrack,Pop",
3520,George Strait,I Gotta Get To You,68.0,70.0,13.0,2010-06-24,,"Country,Rock",
3521,Steel Magnolia,Keep On Lovin' You,98.66666666666667,68.0,15.0,2010-06-24,,Pop,
3522,Monica,Everything To Me,50.92857142857143,44.0,18.0,2010-06-24,"February 9, 2010","Soul,R&;B",
3523,Christina Aguilera,Woohoo,54.583333333333336,79.0,2.0,2010-06-24,"May 25, 2010","Electro,Dancehall,Pop",Nicki Minaj
3524,T.I.,Yeah Ya Know,83.9090909090909,44.0,2.0,2010-06-24,"June 1, 2010",Rap,
3525,The Black Eyed Peas,Imma Be,52.95,1.0,27.0,2010-06-17,"December 15, 2009","Pop,Rap",
3526,Jack Johnson,You And Your Heart,43.0,20.0,4.0,2010-06-17,"April 6, 2010","Piano,Singer-Songwriter,Pop-Rock,Adult Alternative,Folk Rock,Rock",
3527,Glee Cast,Good Vibrations,24.0,,,2010-06-17,,"House,New Jack Swing,Funk,R&;B,TV,Screen,Soundtrack,Cover,Pop",
3528,Lee DeWyze,Beautiful Day,48.857142857142854,24.0,2.0,2010-06-17,,Pop,
3529,Glee Cast,Another One Bites The Dust,20.129032258064516,,,2010-06-17,"June 1, 2010","Pop-Rock,Rock,TV,Cover,Screen,Soundtrack,Pop",
3530,Rascal Flatts,Unstoppable,72.66666666666667,52.0,18.0,2010-06-17,"January 4, 2010","Country,Rock",
3531,Glee Cast,Tell Me Something Good,51.25,,,2010-06-17,"May 18, 2010","TV,Screen,Soundtrack,Cover,Pop",
3532,Glee Cast,Loser,74.0,,,2010-06-17,"March 8, 2011","Screen,Soundtrack,Bassline,Pop",
3533,Taio Cruz,Dirty Picture,63.21052631578947,,,2010-06-17,"April 5, 2010",Pop,Ke$ha
3534,Young Money,Roger That,92.5,56.0,11.0,2010-06-17,"March 23, 2010","East Coast,West Coast,Rap",
3535,Trey Songz,Say Aah,93.0,9.0,29.0,2010-06-10,"December 11, 2010","R&;B,Rap",Fabolous
3536,OneRepublic,All The Right Moves,88.0,18.0,34.0,2010-06-10,"September 29, 2009","Pop,Pop-Rock,Rock",
3537,Timbaland,Carry Out,49.55,11.0,26.0,2010-06-10,"December 8, 2009","Pop,Rap",Justin Timberlake
3538,Crystal Bowersox,Up To The Mountain,88.94117647058823,,,2010-06-10,,Pop,
3539,Lady Antebellum,American Honey,65.0,25.0,20.0,2010-06-10,"January 11, 2010","Country,Rock",
3540,Glee Cast,Beth,57.30769230769231,,,2010-06-10,"May 18, 2010","TV,Cover,Screen,Soundtrack,Pop",
3541,Will Young,Leave Right Now,98.0,,,2010-06-10,"November 24, 2003",Pop,
3542,Kenny Chesney,Ain't Back Yet,36.8,50.0,13.0,2010-06-10,"February 9, 2010","Country,Rock",
3543,Zac Brown Band,Highway 20 Ride,64.5625,40.0,20.0,2010-06-10,"November 18, 2008","Country,Rock",
3544,Glee Cast,Dream On,68.5,26.0,2.0,2010-06-10,"May 18, 2010","Rock,TV,Cover,Screen,Soundtrack,Pop",Neil Patrick Harris
3545,J. Cole,Who Dat,86.35714285714286,,,2010-06-10,"May 31, 2010",Rap,
3546,Glee Cast,Jessie's Girl,91.5,23.0,3.0,2010-06-10,,"TV,Soundtrack,Screen,Pop-Rock,Rock,Cover,Pop",
3547,Rick Ross,Super High,48.0,,,2010-06-10,,Rap,Ne
3548,Muse,Neutron Star Collision,88.5,,,2010-06-03,"May 17, 2010","Screen,Soundtrack,Indie Rock,Alternative,Alternative Rock,Rock",
3549,Glee Cast,Safety Dance,85.66666666666667,,,2010-06-03,"May 18, 2010","Cover,TV,Screen,Soundtrack,Electro-Pop,Pop",
3550,Young Money,Steady Mobbin',31.45,48.0,20.0,2010-06-03,"June 11, 2009","Producer,Rap",Gucci Mane
3551,Eric Church,Hell On The Heart,29.135135135135137,67.0,12.0,2010-06-03,"October 12, 2009","Country,Rock",
3552,Ke$ha,Blah Blah Blah,23.818181818181817,7.0,20.0,2010-06-03,"January 1, 2010","Electro-Pop,Dance-Pop,Rap,Pop",3OH!3
3553,Charice,Pyramid,46.2,56.0,2.0,2010-06-03,,Rock,Iyaz
3554,Easton Corbin,A Little More Country Than That,74.6,42.0,20.0,2010-06-03,"March 2, 2010",Country,
3555,Taylor Swift,Today Was A Fairytale,19.529411764705884,2.0,18.0,2010-06-03,"February 9, 2012","Country,Pop",
3556,Erykah Badu,Window Seat,36.18518518518518,95.0,3.0,2010-06-03,"February 5, 2010","Neo Soul,Soul,R&;B",
3557,Justin Moore,Backwoods,67.73684210526316,69.0,13.0,2010-06-03,"October 19, 2009","Country,Rock",
3558,"Selena Gomez, The Scene",Naturally,84.25,29.0,21.0,2010-05-27,"September 29, 2009","Disco,Electro-Pop,Teen Pop,Dance-Pop,Pop",
3559,Young Money,BedRock,73.4,2.0,25.0,2010-05-27,"November 13, 2009","West Coast,Canada,East Coast,Motown,R&;B,Pop,Rap",Lloyd
3560,Kris Allen,Live Like We're Dying,23.958333333333332,18.0,29.0,2010-05-27,"September 25, 2009","Adult Alternative,Adult Contemporary,Alternative Rock,Christian,Pop-Rock,Rock,Pop",
3561,Glee Cast,Total Eclipse Of The Heart,37.03703703703704,16.0,2.0,2010-05-27,"May 18, 2010","TV,Screen,Cover,Soundtrack,Pop",Jonathan Groff
3562,Lil Wayne,Drop The World,79.53846153846153,18.0,20.0,2010-05-27,"February 2, 2010",Rap,Eminem
3563,Glee Cast,The Boy Is Mine,52.0,,,2010-05-27,"December 4, 2009","TV,Screen,Soundtrack,R&;B,Cover,Pop",
3564,Glee Cast,Lady Is A Tramp,65.45,,,2010-05-27,"May 18, 2010","TV,Cover,Screen,Soundtrack,Pop",
3565,Lil Wayne,I'm Single,64.88888888888889,,,2010-05-27,"September 27, 2010",Rap,
3566,Glee Cast,Rose's Turn,42.49523809523809,,,2010-05-27,"May 18, 2010","Musicals,TV,Screen,Cover,Soundtrack,Pop",
3567,Spose,I'm Awesome,72.2,37.0,9.0,2010-05-27,"October 28, 2009",Rap,
3568,Shakira,Gypsy,18.31578947368421,65.0,3.0,2010-05-27,"March 26, 2010","Folk,Pop",
3569,Maxwell,Fistful Of Tears,74.0,94.0,4.0,2010-05-27,"January 19, 2010","Soul,R&;B",
3570,Kelly Clarkson,All I Ever Wanted,78.375,96.0,6.0,2010-05-27,"March 9, 2009","Pop-Rock,Pop",
3571,David Guetta,Sexy Chick,90.0,5.0,40.0,2010-05-20,"September 1, 2009",Pop,Akon
3572,Glee Cast,Run Joey Run,23.79310344827586,,,2010-05-20,"September 14, 2010","Soundtrack,TV,Screen,Cover,Pop",Jonathan Groff
3573,Glee Cast,Ice Ice Baby,45.142857142857146,,,2010-05-20,,"TV,Cover,Soundtrack,Screen,Rap,Pop",
3574,Blake Shelton,Hillbilly Bone,17.5,40.0,20.0,2010-05-20,,Country,Trace Adkins
3575,Glee Cast,Physical,66.0,,,2010-05-20,"May 10, 2010","TV,Soundtrack,Screen,Remix,Cover,Pop",Olivia Newton
3576,Glee Cast,U Can't Touch This,63.0,,,2010-05-20,"May 4, 2010","TV,Soundtrack,Screen,R&;B,Cover,Pop",
3577,Carrie Underwood,Temporary Home,79.75,41.0,20.0,2010-05-20,"October 20, 2009",Country,
3578,Miley Cyrus,When I Look At You,57.333333333333336,16.0,13.0,2010-05-20,"March 26, 2010",Pop,
3579,Theory Of A Deadman,All Or Nothing,93.8,,,2010-05-20,"June 2, 2008",Rock,
3580,Breaking Benjamin,Give Me A Sign,82.4,97.0,5.0,2010-05-20,"September 29, 2009","Post-Grunge,Alternative Metal,Rock",
3581,Ludacris,How Low,81.82352941176471,6.0,21.0,2010-05-13,"December 8, 2009",Rap,
3582,Glee Cast,One Less Bell To Answer / A House Is Not A Home,92.0,,,2010-05-13,"May 18, 2010","TV,Soundtrack,Screen,Cover,Mashup,Pop",Kristin Chenoweth
3583,Glee Cast,A House Is Not A Home,29.227272727272727,,,2010-05-13,"May 18, 2010","TV,Soundtrack,Screen,Cover,Mashup,Pop",
3584,Big Time Rush,Halfway There,73.0,,,2010-05-13,"October 13, 2010","Pop,West Coast,Electro-Pop,Dance-Pop,Boy Band",
3585,Glee Cast,Like A Prayer,100.0,27.0,2.0,2010-05-13,"April 20, 2010","Rock,TV,Screen,Soundtrack,Cover,Pop",Jonathan Groff
3586,The,Love King,55.25,92.0,3.0,2010-05-13,"June 29, 2010","Soul,Pop,R&;B,Rap",
3587,Alpha Rev,New Morning,71.11764705882354,,,2010-05-13,"April 25, 2010","Adult Alternative,Indie Rock,Rock",
3588,Orianthi,According To You,75.0,17.0,21.0,2010-05-06,"October 6, 2009","Rock,Pop-Rock",
3589,John Mayer,Heartbreak Warfare,25.593220338983052,34.0,20.0,2010-05-06,"October 19, 2009",Rock,
3590,Lifehouse,Halfway Gone,52.8,50.0,20.0,2010-05-06,"October 27, 2009",Rock,
3591,B.o.B,Bet I,74.0,,,2010-05-06,"April 20, 2010",Rap,"T.I., Playboy Tre"
3592,Glee Cast,Borderline / Open Your Heart,79.66666666666667,,,2010-05-06,"April 20, 2010","TV,Cover,Screen,Soundtrack,Pop",
3593,Gucci Mane,Lemonade,22.0,53.0,12.0,2010-05-06,"December 7, 2009","Atlanta,Trap,Rap",
3594,Glee Cast,Like A Virgin,29.142857142857142,,,2010-05-06,"April 20, 2010","Screen,TV,Soundtrack,Cover,Pop",
3595,Glee Cast,4 Minutes,55.1,,,2010-05-06,"April 20, 2010","TV,Dance-Pop,Dance,Cover,Screen,Soundtrack,Pop",
3596,Tim McGraw,Still,91.0,,,2010-05-06,"October 20, 2009","Country,Rock",
3597,Glee Cast,Gives You Hell,22.604166666666668,32.0,2.0,2010-05-06,"May 18, 2010","Screen,Soundtrack,TV,Cover,Pop",
3598,Waka Flocka Flame,O Let's Do It,68.0,62.0,11.0,2010-05-06,"January 14, 2009",Rap,
3599,Robin Thicke,Sex Therapy,54.75,54.0,19.0,2010-05-06,"October 20, 2009","R&;B,Pop",
3600,Daughtry,Life After You,81.92857142857143,36.0,20.0,2010-04-29,"November 10, 2009",Rock,
3601,Glee Cast,"Hello, I Love You",69.15,,,2010-04-29,"December 4, 2009","TV,Soundtrack,Screen,Rock,Cover,Pop",
3602,Taylor Swift,Fearless,87.36363636363636,9.0,15.0,2010-04-29,"November 11, 2008","Pop Country,Country,Pop",
3603,Roscoe Dash,All The Way Turnt Up,55.65,46.0,12.0,2010-04-29,"January 2, 2010",Rap,Soulja Boy Tell'em
3604,Pearl Jam,Just Breathe,17.103448275862068,78.0,14.0,2010-04-29,"October 31, 2009","Adult Alternative,Acoustic,Ballad,Rock",
3605,Jay,On To The Next One,44.08,37.0,14.0,2010-04-29,"September 8, 2009",Rap,
3606,Billy Currington,That's How Country Boys Roll,53.1,57.0,20.0,2010-04-29,"October 14, 2008","Country,Rock",
3607,New Boyz,Tie Me Down,61.142857142857146,22.0,26.0,2010-04-22,"September 15, 2009",Rap,Ray J
3608,B.o.B,Don't Let Me Fall,65.88888888888889,,,2010-04-22,"April 5, 2010",Rap,
3609,Yo Gotti,"Women Lie, Men Lie",66.0,81.0,7.0,2010-04-22,"January 12, 2010",Rap,Lil Wayne
3610,Birdman,4 My Town,26.785714285714285,90.0,3.0,2010-04-22,"December 7, 2009","Canada,Rap","Drake, Lil Wayne"
3611,Taylor Swift,You Belong With Me,61.125,2.0,50.0,2010-04-15,"November 11, 2008","Pop Country,Country,Pop",
3612,Rob Thomas,Someday,44.43478260869565,59.0,22.0,2010-04-15,"June 30, 2009",Pop,
3613,Rihanna,Hard,67.0,8.0,20.0,2010-04-15,"November 10, 2009","Trap,Rap",Jeezy
3614,Alicia Keys,Try Sleeping With A Broken Heart,68.0,27.0,20.0,2010-04-15,"November 17, 2009","R&;B,Soul,Soul Pop,Pop",
3615,Melanie Fiona,It Kills Me,85.66666666666667,43.0,20.0,2010-04-15,"June 26, 2009",Pop,
3616,Josh Turner,Why Don't We Just Dance,31.130434782608695,35.0,20.0,2010-04-08,"February 9, 2010","Country,Rock",
3617,T,Reverse Cowgirl,76.0,,,2010-04-08,,"R&;B,Rap",
3618,Snoop Dogg,I Wanna Rock,100.0,41.0,15.0,2010-04-08,"January 26, 2010",Rap,
3619,Sade,Soldier Of Love,56.5,52.0,11.0,2010-04-08,"December 8, 2009","Soul Pop,Rock,Soul,Pop,R&;B",
3620,Justin Bieber,That Should Be Me,64.9375,,,2010-04-08,"January 30, 2010","Canada,Pop",
3621,Owl City,Fireflies,24.653846153846153,1.0,31.0,2010-04-01,"July 14, 2009","Synth-Pop,Electronic,Memes,Pop",
3622,Jason Derulo,Whatcha Say,72.5,1.0,32.0,2010-04-01,"August 5, 2009","Pop,R&;B",
3623,Jay Sean,Do You Remember,54.73913043478261,10.0,20.0,2010-04-01,"November 3, 2009","R&;B,Rap","Sean Paul, Lil Jon"
3624,Jason Aldean,The Truth,7.5,40.0,20.0,2010-04-01,"April 7, 2009","Country,Rock",
3625,Disney's Friends For Change,Make A Wave,69.22727272727273,,,2010-04-01,"February 26, 2010",Rock,
3626,Brad Paisley,American Saturday Night,22.91304347826087,67.0,15.0,2010-04-01,"June 30, 2009",Country,
3627,Avril Lavigne,Alice,66.0,71.0,3.0,2010-04-01,"January 29, 2010","Canada,Rock",
3628,Jaheim,Ain't Leavin Without You,48.35,93.0,4.0,2010-04-01,"October 23, 2009",R&;B,
3629,Phoenix,1901,87.55555555555556,84.0,13.0,2010-04-01,"May 25, 2009","Adult Alternative,Alternative Rock,Synth Rock,Electronic Rock,Indie Rock,Rock",
3630,Boys Like Girls,Two Is Better Than One,69.5,18.0,21.0,2010-03-25,"October 19, 2009","Pop Country,Pop-Rock,Pop-Punk,Ballad,Country,Pop",Taylor Swift
3631,Shinedown,If You Only Knew,78.41176470588235,42.0,20.0,2010-03-25,"June 24, 2008",Rock,
3632,Darius Rucker,History In The Making,90.88888888888889,61.0,20.0,2010-03-25,,"Country,Rock",
3633,Sam Adams,Driving Me Crazy,57.38095238095238,,,2010-03-25,,Rap,
3634,Justin Bieber,Never Let You Go,49.21212121212121,21.0,2.0,2010-03-25,"March 2, 2010","R&;B,Canada,Pop",
3635,Mario,Ooh Baby,85.16666666666667,,,2010-03-25,"March 1, 2010","R&;B,Rap",
3636,Owl City,Vanilla Twilight,94.625,72.0,5.0,2010-03-25,"July 14, 2009","Electronic,Pop",
3637,Danny Gokey,My Best Days Are Ahead Of Me,65.25,,,2010-03-18,"March 2, 2010",Pop,
3638,Trey Songz,I Invented Sex,36.083333333333336,42.0,20.0,2010-03-18,"October 13, 2009","R&;B,Rap",Drake
3639,3OH!3,Follow Me Down,84.52631578947368,89.0,2.0,2010-03-18,"March 7, 2010","Electro-Pop,Dance-Pop,Pop",Neon Hitch
3640,Pitbull,Shut It Down,54.7,42.0,14.0,2010-03-18,"August 28, 2009",Rap,Akon
3641,Lil Wayne,Knockout,54.94444444444444,44.0,5.0,2010-03-18,"February 2, 2010","Rock,Pop-Punk,Punk Rock,Rap",Nicki Minaj
3642,Kelly Clarkson,Already Gone,51.8,13.0,31.0,2010-03-11,"August 11, 2009","R&;B,Pop",
3643,Kings Of Leon,Use Somebody,68.5,4.0,57.0,2010-03-11,"September 19, 2008","Pop-Rock,Pop,Rock",
3644,Drake,Forever,95.0,8.0,24.0,2010-03-11,"August 27, 2009","NBA,Canada,R&;B,Basketball,Soundtrack,Rap","Kanye West, Lil Wayne, Eminem"
3645,The Black Eyed Peas,Meet Me Halfway,58.0,7.0,24.0,2010-03-11,"September 23, 2009","Pop,New Wave,Dance-Pop",
3646,Lady Gaga,Paparazzi,41.42857142857143,6.0,27.0,2010-03-11,"August 19, 2008","Dance-Pop,Pop",
3647,Toby Keith,Cryin' For Me,66.11111111111111,73.0,12.0,2010-03-11,,"Country,Rock",
3648,Miranda Lambert,White Liar,54.0,38.0,20.0,2010-03-11,"August 17, 2009","Country,News",
3649,General Larry Platt,Pants On The Ground,43.0,46.0,3.0,2010-03-11,"February 4, 2010",Rap,
3650,Snoop Dogg,Gangsta Luv,27.44,35.0,19.0,2010-03-11,"October 6, 2009",Rap,The
3651,Creed,Rain,19.428571428571427,91.0,3.0,2010-03-11,,"Adult Alternative,Pop-Rock,Country,Roots,Rock",
3652,Kellie Pickler,Didn't You Know How Much I Loved You,90.0,97.0,2.0,2010-03-11,"October 31, 2006","Country,Rock",
3653,Miley Cyrus,Party In The U.S.A.,87.81818181818181,2.0,28.0,2010-03-04,"August 11, 2009",Pop,
3654,Britney Spears,3,70.81481481481481,1.0,20.0,2010-03-04,"October 2, 2009","Electronic,Dance,Electro-Pop,Pop",
3655,Birdman,Money To Blow,34.8974358974359,26.0,20.0,2010-03-04,"September 16, 2009",Rap,"Lil Wayne, Drake"
3656,Christopher Wilde,StarStruck,54.0,,,2010-03-04,"February 9, 2010","Disney,Soundtrack,Pop",
3657,Tim McGraw,Southern Voice,20.884615384615383,49.0,18.0,2010-03-04,"September 21, 2009","Country,Rock",
3658,Nickelback,Never Gonna Be Alone,70.42105263157895,58.0,17.0,2010-03-04,"November 17, 2008","Ballad,Acoustic,Pop-Rock,Rock",
3659,Mariah Carey,Up Out My Face,20.244897959183675,,,2010-03-04,"January 26, 2010","R&;B,Pop",Nicki Minaj
3660,Dierks Bentley,I Wanna Make You Close Your Eyes,62.0,52.0,20.0,2010-02-25,"February 3, 2009",Country,
3661,Chris Brown,I Can Transform Ya,61.0,20.0,19.0,2010-02-25,"September 29, 2009","DMV,Crunk,Rap","Lil Wayne, Swizz Beatz"
3662,Gucci Mane,Spotlight,73.77777777777777,42.0,16.0,2010-02-25,"October 19, 2009","R&;B,Rap",Usher
3663,Dave Matthews Band,You And Me,90.0,57.0,2.0,2010-02-25,"June 2, 2009",Rock,
3664,Snow Patrol,Set The Fire To The Third Bar,26.16216216216216,54.0,5.0,2010-02-25,"November 13, 2006",Rock,Martha Wainwright
3665,Cascada,Evacuate The Dancefloor,87.0,25.0,26.0,2010-02-18,"June 29, 2009",Pop,
3666,Beyonce,Sweet Dreams,92.0,10.0,29.0,2010-02-18,"November 18, 2008","R&;B,Pop",
3667,Lil Wayne,fuck Today,26.26086956521739,,,2010-02-18,"January 1, 2010",Rap,Gudda
3668,Reba,Consider Me Gone,86.4,38.0,19.0,2010-02-18,,Country,
3669,Shiny Toy Guns,Major Tom,55.63157894736842,,,2010-02-18,"December 15, 2009",Pop,
3670,Colbie Caillat,Fallin' For You,77.0,12.0,31.0,2010-02-11,"June 26, 2009",Pop,
3671,"Sheryl Crow, Kid Rock, Keith Urban",Lean On Me,42.0,,,2010-02-11,,Pop,
3672,Carrie Underwood,Cowboy Casanova,85.375,11.0,20.0,2010-02-11,"September 14, 2009",Country,
3673,Taylor Swift,Breathless,93.55555555555556,,,2010-02-11,,"Country,Pop",
3674,Jay,Stranded,27.09090909090909,16.0,2.0,2010-02-11,,R&;B,
3675,Justin Bieber,One Less Lonely Girl,82.5,16.0,16.0,2010-02-11,"October 6, 2009","Canada,Pop",
3676,Eddie Vedder,My City Of Ruins,65.06666666666666,,,2010-02-11,,Pop,
3677,Jake Owen,Eight Second Ride,17.0,70.0,13.0,2010-02-11,"July 25, 2006","Country,R&;B,Rock",
3678,Usher,Papers,53.75,31.0,16.0,2010-02-11,"October 16, 2009","Producer,R&;B,Pop",
3679,Jennifer Hudson,Let It Be,42.6,,,2010-02-11,,Pop,The Roots
3680,Jason Michael Carroll,Hurry Home,29.613636363636363,,,2010-02-11,,Pop,
3681,Taylor Swift,Fifteen,82.0,23.0,21.0,2010-02-04,"November 11, 2008","Pop Country,Country,Pop",
3682,Muse,Uprising,53.9,37.0,20.0,2010-02-04,"September 14, 2009","Soundtrack,Alternative Rock,Progressive Rock,Art Rock,Rock",
3683,Three Days Grace,Break,56.4,73.0,20.0,2010-02-04,"September 1, 2009","Alternative Rock,Rock",
3684,Chris Brown,Crawl,56.75,53.0,9.0,2010-02-04,"November 23, 2009","DMV,Pop,R&;B",
3685,50 Cent,Baby By Me,81.0,28.0,13.0,2010-02-04,"September 10, 2009",Rap,Ne
3686,Shakira,Give It Up To Me,67.0,29.0,11.0,2010-02-04,"October 19, 2009","Rap,Synth-Pop,Pop",Lil Wayne
3687,Rihanna,Russian Roulette,46.958333333333336,9.0,14.0,2010-02-04,"October 27, 2009","Soul Pop,Neo Soul,Synth-Pop,R&;B,Pop",
3688,Lady Antebellum,Ready To Love Again,82.05,,,2010-01-28,"January 26, 2010","Pop,Country",
3689,Luke Bryan,Do I,34.0,34.0,20.0,2010-01-28,"May 4, 2009","Country,Rock",
3690,Breaking Benjamin,I Will Not Bow,87.0,40.0,20.0,2010-01-28,"September 29, 2009","Post-Grunge,Alternative Metal,Alternative Rock,Rock",
